representacion,clasificador,carga_train,carga_test,distancia_carga,fold,n_train,n_test,exactitud,f1_macro,f1_Normal,f1_IR,f1_B,f1_OR,segundos_ajuste,segundos_prediccion,en_comparacion
estadisticos,RandomForest,0,2,2,4,1011,291,0.7285223367697594,0.6535629099582587,1.0,0.1666666666666666,0.5948717948717949,0.8527131782945736,1.3056808999972418,0.1089764999924227,True
estadisticos,RandomForest,0,3,3,0,991,311,0.7684887459807074,0.7307316004672897,1.0,0.4,0.6635514018691588,0.859375,1.255413000006229,0.1692262999713421,True
estadisticos,RandomForest,0,3,3,1,1006,299,0.7892976588628763,0.760572474821253,1.0,0.5217391304347826,0.6701570680628273,0.8503937007874016,1.279588999983389,0.1161875000107102,True
estadisticos,RandomForest,0,3,3,2,1006,294,0.7619047619047619,0.7083903551645487,1.0,0.3,0.6464646464646465,0.8870967741935484,1.2839862999971956,0.2278054999769665,True
estadisticos,RandomForest,0,3,3,3,1006,299,0.7993311036789298,0.7624344405594405,1.0,0.4545454545454545,0.6875,0.9076923076923076,1.3466913999873211,0.1662864999962039,True
estadisticos,RandomForest,0,3,3,4,1011,291,0.7010309278350515,0.6173216633186815,0.9946524064171124,0.0869565217391304,0.5876777251184834,0.8,1.3068929999717511,0.1027285999734886,True
estadisticos,RandomForest,1,0,1,0,1178,264,0.8409090909090909,0.8527173174872665,1.0,0.768,0.881578947368421,0.7612903225806451,1.269491899991408,0.1200179000152275,True
estadisticos,RandomForest,1,0,1,1,1193,249,0.8393574297188755,0.850791981799176,1.0,0.7521367521367521,0.8776978417266187,0.7733333333333333,1.252601100015454,0.1323760000523179,True
estadisticos,RandomForest,1,0,1,2,1194,249,0.8313253012048193,0.8418769420778456,0.9791666666666666,0.8070175438596491,0.863013698630137,0.7183098591549296,1.2202275000163354,0.1053900999831967,True
estadisticos,RandomForest,1,0,1,3,1193,249,0.8112449799196787,0.8260572139303483,1.0,0.7333333333333333,0.8208955223880597,0.75,1.2303911999915726,0.124204899999313,True
estadisticos,RandomForest,1,0,1,4,1198,244,0.860655737704918,0.8695537695972405,1.0,0.7719298245614035,0.9117647058823528,0.7945205479452054,1.2420354000059888,0.1050583000178448,True
estadisticos,RandomForest,1,1,0,0,1178,311,1.0,1.0,1.0,1.0,1.0,1.0,1.274307299987413,0.119217799976468,True
estadisticos,RandomForest,1,1,0,1,1193,296,0.9932432432432432,0.9925617082091902,1.0,0.9848484848484848,0.9925925925925926,0.9928057553956836,1.2923313999781385,0.0963215999654494,True
estadisticos,RandomForest,1,1,0,2,1194,295,1.0,1.0,1.0,1.0,1.0,1.0,1.271983600046951,0.1182479999843053,True
estadisticos,RandomForest,1,1,0,3,1193,296,0.9966216216216216,0.9963217396008006,1.0,1.0,0.9924812030075189,0.9928057553956836,1.2892877999693155,0.1088894000276923,True
estadisticos,RandomForest,1,1,0,4,1198,291,1.0,1.0,1.0,1.0,1.0,1.0,1.3112114000250583,0.1445959999691695,True
estadisticos,RandomForest,1,2,1,0,1178,311,0.9356913183279744,0.930030565461029,1.0,0.8923076923076924,0.9536423841059604,0.8741721854304636,1.318028800014872,0.0989305999828502,True
estadisticos,RandomForest,1,2,1,1,1193,295,0.9627118644067796,0.9591460268317854,1.0,0.9333333333333332,0.9473684210526316,0.9558823529411764,1.3103727999841794,0.1136712000006809,True
estadisticos,RandomForest,1,2,1,2,1194,297,0.9057239057239056,0.8957763836625454,1.0,0.8235294117647058,0.935251798561151,0.8243243243243243,1.284210899961181,0.1354806000017561,True
estadisticos,RandomForest,1,2,1,3,1193,295,0.928813559322034,0.9209570268929445,1.0,0.8376068376068376,0.9852941176470588,0.8609271523178808,1.320070800022222,0.0975735000101849,True
estadisticos,RandomForest,1,2,1,4,1198,291,0.9243986254295532,0.9158709106984968,1.0,0.8275862068965517,0.9692307692307692,0.8666666666666667,1.2975964000215754,0.1097610999713651,True
